platform,title,url,cover_url,author,published_at,like_count,comment_count,collect_count,share_count,hot_score,recent_hot_score,case_type,built_thing,tool_stack,target_audience,hook,content_value,evidence_level,monetization_signal,risk_flag,primary_category,category_label,product_forms,tools,motives,audience,confidence,description,source,keyword
douyin,一个人用AI创业 6个月卖了8000万美元 1人零融资不写代码，靠AI做软件狂赚8千万美金！现在创业不再拼技术，而是拼谁更懂业务需求。你的日常经验也能用AI做成赚钱工具，你最想用AI解决哪个小麻烦？#AI创业 #商业思维 #零代码 #个人IP #秦刚,https://www.iesdouyin.com/share/video/7651489239632186675/?region=US&mid=7651489334394227494&u_code=0&did=MS4wLjABAAAAcGYiMv-3wgGvSzeWS31_MUgJaV1QXpoMQzqw7U9_JdcFQpBGFv8PH8E011OtLbbD&iid=MS4wLjABAAAAw_pKc85n8NSeCw6GfkZu2hrK0sn8xBCESxNxjceMmYeZw2LTxVsHu9i3o5tH027y&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=mpUU4sz1aPwOj.alNVR43MG8TYilc1QTye61hLAQIak-&share_version=320900&ts=1782807224&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-dy/103c73e00eab43adab598e2f2c3c1aa3~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=20260630161343456D17B6506D76FF5BEA&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=auTScsY19L0TuZabHh9hLHjaJNc%3D,秦刚创业访谈,2026-06-19,40,2,,13,259.0,23.55,真案例,App/软件,,创业者/独立开发者、开发者,不会代码、变现,有结果,强,赚,疑似商业推广,monetization_side_project,副业变现/独立项目,App/软件,,赚钱/副业,创业者/独立开发者、开发者,0.65,keyword=Base44; 一个人用AI创业 6个月卖了8000万美元 1人零融资不写代码，靠AI做软件狂赚8千万美金！现在创业不再拼技术，而是拼谁更懂业务需求。你的日常经验也能用AI做成赚钱工具，你最想用AI解决哪个小麻烦？#AI创业 #商业思维 #零代码 #个人IP #秦刚,tikhub:douyin_keyword_search,Base44
douyin,创始人logan接受MCG采访关于NOCK的介绍 在当前的去中心化 AI（DeAI）和主权计算技术栈中，**Nock** 扮演着一个极其特殊且底层的核心角色。 一、 什么是 Nock？ 在技术本质上，**Nock 是一种极简的、确定性的计算规范（可以理解为一种最底层的虚拟机指令集或汇编语言）**。 它最初由去中心化操作系统 **Urbit** 提出（仅用 47 行代码就定义了通用计算的标准），后来被引入到去中心化算力网络 **Nockchain** 中，作为其虚拟机（NockVM / NockApp 容器）的底层基础。 二、 Nock 的核心技术特征 12 个万年不变的操作码（Opcodes）**： 与以太坊 EVM 等拥有数百个复杂指令的虚拟机不同，Nock 的完整规范仅包含 **12 个最基础的数学原语操作码**。这种极端的简化，赋予了它万年不需要升级的“固态（Solid-state）”稳定性。 绝对的确定性与可验证性（Deterministic & Verifiable）**： 在 Nock 虚拟机中，相同的输入必定产生完全相同的输出，没有任何未定义行为。系统可以用单一的数据结构捕捉其全部状态，这使得对它的计算结果进行审计和对账变得天生的 ZK（零知识证明）友好性**：因为操作码极少且逻辑高度纯粹，当需要把复杂的计算过程（例如 AI 矩阵乘法、隐私数据推理）翻译成零知识证明（ZKP）的数学多项式电路时，Nock 能够将密码学开销降到极低，从而非常高效地生成“有用工作量证明（PoUW）”。 三、 Nock 与 Nockchain 怎么用它？ 在目前的加密算力战争中，Nock 的主要用途是作为 **去中心化 AI 算力的“无情清算机器”**： 1. **黑盒容器隔离**：开发者将复杂的 AI 模型（如大语言模型、密码学哈希函数）封装在基于 NockVM 的安全容器（NockApp）中。 2. **算力去伪存真**：当全球的异构显卡（GPU）提交计算结果时，Nock 负责在底层用纯数学规则对其进行低成本、高确定性的 ZK 验证。 3. **经济结算**：通过验证的算力，最终直接接入代币 $NOCK 的合规金融账本完成激励清算，从而防止去中心化矿工在提供 AI 服务时进行“跑假模型、错误量化”等欺诈作弊行为。,https://www.iesdouyin.com/share/video/7655691179966598451/?region=US&mid=7655691241253817131&u_code=0&did=MS4wLjABAAAAda-mot58UGbnOML-P4ylHLyRIdGMZX_5evJCa2rj_ZXhEri4_HxZgx4GPTNUVR-h&iid=MS4wLjABAAAAOSC8t0XBeQrmc38o48pgNEslKFjklXOcZrAsl55h8lXFXP4gWFYhoyewhTjZkbBk&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=j8znTjfl6DEd1dM7iKMFCwPibGuA6bPUt2y4tI1.w74-&share_version=320900&ts=1782807230&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p11-sign.douyinpic.com/tos-cn-i-dy/a9ade736becf41dab8da347afb9959ec~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301613492C1FA1EC4BFFDBD9E351&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=oUgOKOA8GxBxKlwIGTp1KvmONE0%3D,zatoshi,2026-06-26,2,0,,0,2.0,0.5,失败复盘,App/软件、运营工具,,开发者、运营/营销,完整流程,,中,,,learning_tutorial,教程/课程/方法论,App/软件,,学习入门、获客/增长,开发者、运营/营销,0.65,keyword=Rork; 创始人logan接受MCG采访关于NOCK的介绍 在当前的去中心化 AI（DeAI）和主权计算技术栈中，**Nock** 扮演着一个极其特殊且底层的核心角色。 一、 什么是 Nock？ 在技术本质上，**Nock 是一种极简的、确定性的计算规范（可以理解为一种最底层的虚拟机指令集或汇编语言）**。 它最初由去中心化操作系统 **Urbit** 提出（仅用 47 行代码就定义了通用计算的标准），后来被引入到去中心化算力网络 **Nockchain** 中，作为其虚拟机（NockVM / NockApp 容器）的底层基础。 二、 Nock 的核心技术特征 12 个万年不变的操作码（Opcodes）**： 与以太坊 EVM 等拥有数百个复杂指令的虚拟机不同，Nock 的完整规范仅包含 **12 个最基础的数学原语操作码**。这种极端的简化，赋予了它万年不需要升级的“固态（Solid-state）”稳定性。 绝对的确定性与可验证性（Deterministic & Verifiable）**： 在 Nock 虚拟机中，相同的输入必定产生完全相同的输出，没有任何未定义行为。系统可以用单一的数据结构捕捉其全部状态，这使得对它的计算结果进行审计和对账变得天生的 ZK（零知识证明）友好性**：因为操作码极少且逻辑高度纯粹，当需要把复杂的计算过程（例如 AI 矩阵乘法、隐私数据推理）翻译成零知识证明（ZKP）的数学多项式电路时，Nock 能够将密码学开销降到极低，从而非常高效地生成“有用工作量证明（PoUW）”。 三、 Nock 与 Nockchain 怎么用它？ 在目前的加密算力战争中，Nock 的主要用途是作为 **去中心化 AI 算力的“无情清算机器”**： 1. **黑盒容器隔离**：开发者将复杂的 AI 模型（如大语言模型、密码学哈希函数）封装在基于 NockVM 的安全容器（NockApp）中。 2. **算力去伪存真**：当全球的异构显卡（GPU）提交计算结果时，Nock 负责在底层用纯数学规则对其进行低成本、高确定性的 ZK 验证。 3. **经济结算**：通过验证的算力，最终直接接入代币 $NOCK 的合规金融账本完成激励清算，从而防止去中心化矿工在提供 AI 服务时进行“跑假模型、错误量化”等欺诈作弊行为。,tikhub:douyin_keyword_search,Rork
douyin,🔥告别角色抽卡？如何生成好看的人物角色！ 最近一直在折腾角色设计。原本以为人物长得好看就够了，后来才发现，真正影响观感的反而是一些很小的地方。比如配色会不会太单一、服饰和道具是不是一个风格、不同角度还能不能认出来是同一个角色。 这些细节我前前后后改了不少次，现在再回头看，感觉整个角色也是有自己的特点了。 #AI创作浪潮计划 #人物三视图 #AI视频 #AI #AI工具,https://www.iesdouyin.com/share/video/7656769408055954703/?region=US&mid=7656769447696304905&u_code=0&did=MS4wLjABAAAAWMrtk5zhRdDhvVKXKBavz3UsNUjgwMzuLaIReuBx0K7bSjIojYn15OmSRBMyK-s8&iid=MS4wLjABAAAAd_H86y2Npy3UwEWTl3-mQobOlGEQ-sIPnB2wPjtVWPUGyfHkntla5h6sWgAPWRQm&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=t4khFW4zPvgwA_pRaS4KS4VpL59Q7cxCJ4yoG_MRDDg-&share_version=320900&ts=1782807234&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-i-dy/52e27505c7cf42dab77486930557c106~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301613536BC2305C71DC4D06D3A4&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=3dE%2BLw%2Fz6sItoZD3As%2FtrfkURZM%3D,料到Ai,2026-06-29,1659,401,,225,9877.0,9877.0,教程,内容/创作,,设计/创作者,,,中,,,product_build,做产品/工具,课程/内容,,,设计/创作者,0.95,keyword=AI; 🔥告别角色抽卡？如何生成好看的人物角色！ 最近一直在折腾角色设计。原本以为人物长得好看就够了，后来才发现，真正影响观感的反而是一些很小的地方。比如配色会不会太单一、服饰和道具是不是一个风格、不同角度还能不能认出来是同一个角色。 这些细节我前前后后改了不少次，现在再回头看，感觉整个角色也是有自己的特点了。 #AI创作浪潮计划 #人物三视图 #AI视频 #AI #AI工具,tikhub:douyin_keyword_search,AI
douyin,不用写代码，零基础也能做小程序 #ai零基础学习教程 #小程序 #小程序制作 #上热门 #热点小助手 @抖+小助手,https://www.iesdouyin.com/share/video/7656700589430016995/?region=US&mid=7656700570681543478&u_code=0&did=MS4wLjABAAAA_VODCtnRtbC9U0sLnhjQWUVUJSRDCnTbGZ_Hp3j_l1eFMKXWsbSvPmWvBcVt8zxE&iid=MS4wLjABAAAA6ZvnXlYvSN3MkdgIOF8pf9nDAgFb-xEaisQfwb8AQBGYOypoDHhTL_pnR_qJgZzf&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=nQ9riEXCS3umND8ExFu0GgKb8_cS8aDXiDnSaFB584Q-&share_version=320900&ts=1782807260&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p11-sign.douyinpic.com/tos-cn-i-0813c000-ce/oseJCAANhnAs3EIqBQFfECw11E9ACrEr9AD5Ab~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=20260630161418505326F210C84E02DC47&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=5c750Eme9gS%2BjHT7MhG5MlH3X%2Fc%3D,走叔哟,2026-06-29,347,3,,1,406.0,406.0,教程,小程序、求职/学习工具,,开发者、零基础用户,,可复刻,中,,,learning_tutorial,教程/课程/方法论,小程序、课程/内容,,学习入门,开发者、零基础用户,0.7,keyword=做小程序; 不用写代码，零基础也能做小程序 #ai零基础学习教程 #小程序 #小程序制作 #上热门 #热点小助手 @抖+小助手,tikhub:douyin_keyword_search,做小程序
douyin,自制AI辅助插件，送给有缘的设计师🛠️。做了一个决定。 把自用的AI脚本/插件封装了一下，免费分享给真正需要的人。 进群免费送，不引流，不卖货 只是因为这东西针对特定设计场景做了优化。 群是纯聊天群，日常活跃。 想进的，私我留个脚印 （插件支持AI；Windows AI 2024 / 2025 / 2026 / Mac AI 2026）#图形处理软件 #图形处理软件 #图形设计软件 #平面设计师,https://www.iesdouyin.com/share/note/7656285013722415040/?region=US&mid=7647489598070803250&u_code=0&did=MS4wLjABAAAAsJgncT2BGGrNKih9RVuqJc2pf45o5ej7k78p2meMJYtcCnMr7o2ILgQKmM3Dr39d&iid=MS4wLjABAAAAtX5GARjxNI5140PiZZZ-Wj0_me_ks_-F1WGB-TFcaiWRBDW8y-JleoyBpV6f_nUB&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=LlFY71SLHz.lYhOTfP1QY3yyleepeiuHE530OOJiDx0-&share_version=320900&ts=1782807279&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-0813c001/okCG9ADLQCJfZAeaBw1cCF4EAO5FIAqDAQgAPX~noop.webp?biz_tag=aweme_images&card_type=303&column_n=0&from=327834062_large&l=2026063016143712F65503F60187F1DFBC&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=S50HbH9MheMIi778rPDtWeouOpM%3D,自由设计师-大乔,2026-06-28,43,16,,1,218.0,109.0,真案例,App/软件、插件、自动化流程,,设计/创作者,免费工具,有结果,强,,,product_build,做产品/工具,App/软件,,,设计/创作者,0.78,keyword=做插件; 自制AI辅助插件，送给有缘的设计师🛠️。做了一个决定。 把自用的AI脚本/插件封装了一下，免费分享给真正需要的人。 进群免费送，不引流，不卖货 只是因为这东西针对特定设计场景做了优化。 群是纯聊天群，日常活跃。 想进的，私我留个脚印 （插件支持AI；Windows AI 2024 / 2025 / 2026 / Mac AI 2026）#图形处理软件 #图形处理软件 #图形设计软件 #平面设计师,tikhub:douyin_keyword_search,做插件
douyin,Codex超实用的6大插件+skill手把手教程 分享3个Codex插件和3个skill，效果真的不错 #AI新星计划 #AI工具,https://www.iesdouyin.com/share/video/7656830715329334538/?region=US&mid=7656830740186729222&u_code=0&did=MS4wLjABAAAAsJgncT2BGGrNKih9RVuqJc2pf45o5ej7k78p2meMJYtcCnMr7o2ILgQKmM3Dr39d&iid=MS4wLjABAAAAtX5GARjxNI5140PiZZZ-Wj0_me_ks_-F1WGB-TFcaiWRBDW8y-JleoyBpV6f_nUB&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=qR8OMaCpaxwBBzjqQzvzh._o2nhw_9Z.p2VbahcHkik-&share_version=320900&ts=1782807279&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-dy/05d483985e8f4ebdbcd468eb7b63e795~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=2026063016143712F65503F60187F1DFBC&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=elI5GjGjztBZYj4EBlQ88CkKVa4%3D,Xuan酱,2026-06-30,968,21,,127,4717.0,4717.0,教程,插件,Codex,,平台大赛,可复刻,中,,,learning_tutorial,教程/课程/方法论,课程/内容,Codex,学习入门,,0.7,keyword=做插件; Codex超实用的6大插件+skill手把手教程 分享3个Codex插件和3个skill，效果真的不错 #AI新星计划 #AI工具,tikhub:douyin_keyword_search,做插件
douyin,SaaS 已死？AI 大模型正在彻底重构企业软件与跨境经营 从本地部署到云原生 SaaS ，企业软件拥有三大核心价值在于：数据资产沉淀、全链路高效协同、业务降本增效。 AI 大模型真，正在改写软件交互与功能内核。 AI 不再只做数据记录，而是可承接 70%-80% 业务工作；低成本生成数字员工适配多变跨境业务；AI 代码工具大幅拉低软件定制成本，传统标准化 SaaS 估值持续缩水。 #中小企业出海 #跨境电商 #工厂出海 #AI智能体 #EbizAI,https://www.iesdouyin.com/share/video/7655209522994823251/?region=US&mid=7655209394406886184&u_code=0&did=MS4wLjABAAAAefeTUT6Ig5MVRH0VD1BbBo6vUpoLCSh0dTOwe2_mM9UskkDKMAU2J4C3900GLcdE&iid=MS4wLjABAAAAkHJfSmBWkShPeFGhIGsRXy59krLeJFTWSmnPzh7b902G80gFlAayoZtFiNTm9Dr7&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=JqsOJZCqEZIQ9m4MhgX5Oy9ytarC9Kvae730s0glX6k-&share_version=320900&ts=1782807310&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p26-sign.douyinpic.com/tos-cn-i-0813/owfv8BAAAACEAfg1mjDoNqIIPEASGx9FMFCAAN~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=20260630161508F0A39BEEBB317512CAD7&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=WS4T9LkwKKMxd%2FFV1TEkdfPuVWU%3D,AI西游,2026-06-25,3,0,,0,9.0,1.8,真案例,SaaS MVP、AI agent、App/软件,,开发者,完整流程,有结果,强,,,product_build,做产品/工具,App/软件、SaaS/后台,,,开发者,0.75,keyword=SaaS MVP; SaaS 已死？AI 大模型正在彻底重构企业软件与跨境经营 从本地部署到云原生 SaaS ，企业软件拥有三大核心价值在于：数据资产沉淀、全链路高效协同、业务降本增效。 AI 大模型真，正在改写软件交互与功能内核。 AI 不再只做数据记录，而是可承接 70%-80% 业务工作；低成本生成数字员工适配多变跨境业务；AI 代码工具大幅拉低软件定制成本，传统标准化 SaaS 估值持续缩水。 #中小企业出海 #跨境电商 #工厂出海 #AI智能体 #EbizAI,tikhub:douyin_keyword_search,SaaS MVP
douyin,搭了个人网站✨。刷到个讲个人博客的视频，突然就想搞个自己的网站！正好端午放假，干脆直接买了服务器和域名开始折腾～ 本来想用codex先搭个静态页（p2就是初稿），结果在小红书和github翻到个框架，功能太全了，比我自己想的设计完善多了，直接‘前人栽树后人乘凉’抄作业哈哈！ 现在就只弄好了首页，其他功能和引用还没个性化，域名备案也在等审批… 对了Codex真的帮大忙！几乎99%的活儿都是它干的，p3是我跟它‘深度交流’的记录～ 最后附一下这个项目：Mizuki 在github能直接搜到，有能力的大佬麻烦点个star呀！ #个人博客 #Mizuki #Codex,https://www.iesdouyin.com/share/note/7653495327837189105/?region=US&mid=7624484374213675060&u_code=0&did=MS4wLjABAAAAnb-5UBSjxSxNwtac-5cAzrB88C7X1QCapITr7D98oEgsnuCrsrxSaoOXD5BRCg0a&iid=MS4wLjABAAAA1ILFydqQS0AWAmyvUmr36ww-m2sftWb7UMltjYjVydodTdMxhiABSy5THdPzuWkT&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=_Ur2mrTzCtRYRxGmjWjSVeaVLP4QqAjkNyNcBSMvHtI-&share_version=320900&ts=1782807314&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p26-sign.douyinpic.com/tos-cn-i-0813c000-ce/oo69A2pEqTEbNAlqA5AI9qMFofAKqPAeEDoEwf~noop.webp?biz_tag=aweme_images&card_type=303&column_n=0&from=327834062_large&l=20260630161513C000C31139D818143DB4&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=YHVGKFqDdxQUapjN%2BxgGcmsDtb0%3D,庭风雨,2026-06-20,21,4,,1,58.0,5.8,真案例,网站、内容/创作、运营工具,Codex,设计/创作者、开发者、运营/营销,,有结果,强,,,dev_productivity,开发提效/编程技巧,网站、课程/内容,Codex,,设计/创作者、开发者、运营/营销,0.62,keyword=个人网站; 搭了个人网站✨。刷到个讲个人博客的视频，突然就想搞个自己的网站！正好端午放假，干脆直接买了服务器和域名开始折腾～ 本来想用codex先搭个静态页（p2就是初稿），结果在小红书和github翻到个框架，功能太全了，比我自己想的设计完善多了，直接‘前人栽树后人乘凉’抄作业哈哈！ 现在就只弄好了首页，其他功能和引用还没个性化，域名备案也在等审批… 对了Codex真的帮大忙！几乎99%的活儿都是它干的，p3是我跟它‘深度交流’的记录～ 最后附一下这个项目：Mizuki 在github能直接搜到，有能力的大佬麻烦点个star呀！ #个人博客 #Mizuki #Codex,tikhub:douyin_keyword_search,个人网站
douyin,用Codex做AI作品集网站 用Codex做AI作品集网站 你还在用简历或者压缩包展示作品吗？ 很多AI创作者现在已经换了一种方式： 👉 用一个“作品集网站”来展示自己的项目。 这一期，一帆老师教你用 Codex 带你做一个可以快速生成的作品集网站。 不用写代码，也不需要设计基础， 可以直接开发一个可访问的作品展示官网！ #AI作品集网站 #Codex教程 #AIGC #AI影视 #ai新星计划,https://www.iesdouyin.com/share/video/7656433463096841905/?region=US&mid=7656433498982943523&u_code=0&did=MS4wLjABAAAAl5dYeWXnL-o8PUSWZhg7r0K0Mjbey29WSRs8yVK5VtU&iid=MS4wLjABAAAAVEtx9IzxbgLSJmZ4WO24RthNRYg4BtQzm7jvtjmpaVw&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=N_mT0MUizcoTDmPVcKH2tNofVH9Hh7SV.V68a0uasXY-&share_version=320900&ts=1782807319&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-0813c000-ce/owEAQnifR12IKUA9qOQqnAF2GAfDDCwEASlUCC~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=20260630161518002E84AC7A01CBE91B43&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=SJd0nKRbUfaNzCxfvpNoMBYtp4k%3D,李一帆,2026-06-28,4730,240,,690,23876.0,11938.0,真案例,网站、创意实验/好玩项目、求职/学习工具,AIGC、Codex,开发者、设计/创作者,平台大赛,可复刻,强,,,dev_productivity,开发提效/编程技巧,网站、课程/内容,AIGC、Codex,学习入门、快速原型,开发者、设计/创作者,0.7,keyword=作品集网站; 用Codex做AI作品集网站 用Codex做AI作品集网站 你还在用简历或者压缩包展示作品吗？ 很多AI创作者现在已经换了一种方式： 👉 用一个“作品集网站”来展示自己的项目。 这一期，一帆老师教你用 Codex 带你做一个可以快速生成的作品集网站。 不用写代码，也不需要设计基础， 可以直接开发一个可访问的作品展示官网！ #AI作品集网站 #Codex教程 #AIGC #AI影视 #ai新星计划,tikhub:douyin_keyword_search,作品集网站
douyin,🤩10 个设计网站拯救你的 AI 审美！ 你用AI是不是经常做出来丑丑的作品？ 那是因为你没有优质的参考！ 今天分享10个设计网站，汇集了各种风格的作品🤩 让你的AI直接去参考，站在巨人的肩膀上 💪 #Vibecoding #Vibecoding大赏 #ai新星计划 #真实生活分享计划 @抖音科技 #AI,https://www.iesdouyin.com/share/video/7654514831457908901/?region=US&mid=7654514796041128747&u_code=0&did=MS4wLjABAAAAl5dYeWXnL-o8PUSWZhg7r0K0Mjbey29WSRs8yVK5VtU&iid=MS4wLjABAAAAVEtx9IzxbgLSJmZ4WO24RthNRYg4BtQzm7jvtjmpaVw&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=MllSeTyDSsaL5EM4hXdz4BvWI61AbKhVT8dTupsPOz8-&share_version=320900&ts=1782807319&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p11-sign.douyinpic.com/tos-cn-i-0813c000-ce/ogo7fADO4TAEQF9bqeZD0AeAwEp6EKOIAAokE8~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=20260630161518002E84AC7A01CBE91B43&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=RD7ApU1VUUbDZi9IghYLwJhJ4Us%3D,海明Dev,2026-06-23,4139,42,,813,29066.0,4152.29,真案例,网站、创意实验/好玩项目、运营工具,,设计/创作者,平台大赛,有结果,强,,平台活动内容,product_build,做产品/工具,网站,,,设计/创作者,0.95,keyword=作品集网站; 🤩10 个设计网站拯救你的 AI 审美！ 你用AI是不是经常做出来丑丑的作品？ 那是因为你没有优质的参考！ 今天分享10个设计网站，汇集了各种风格的作品🤩 让你的AI直接去参考，站在巨人的肩膀上 💪 #Vibecoding #Vibecoding大赏 #ai新星计划 #真实生活分享计划 @抖音科技 #AI,tikhub:douyin_keyword_search,作品集网站
douyin,Codex开发网站零基础实战教学，以及如何部署网站上线！ 普通人也能低成本试错，简单几轮对话，说明想法和需求，10分钟就做出了我的宠物网站！全程没手动写一行代码！流程我也整理成了 Skill。 #Codex #网站设计 #AI建站 #抖音前沿科技首发计划 #AI新星计划,https://www.iesdouyin.com/share/video/7653503773642634661/?region=US&mid=7653504005473061641&u_code=0&did=MS4wLjABAAAAsJgncT2BGGrNKih9RVuqJc2pf45o5ej7k78p2meMJYtcCnMr7o2ILgQKmM3Dr39d&iid=MS4wLjABAAAAtX5GARjxNI5140PiZZZ-Wj0_me_ks_-F1WGB-TFcaiWRBDW8y-JleoyBpV6f_nUB&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=Km4Odnqcdo2CopLb3lIOwea9a0.S15fWhV03lH2E.B8-&share_version=320900&ts=1782807345&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p26-sign.douyinpic.com/tos-cn-i-0813c000-ce/oQNNDfyuAEmnI2svXAqwFC42EU9rAAPGAE6AeU~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301615445542450AA233770593FF&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=X3TgRdZ5s%2F2Drv1afx6N3e8n3x4%3D,知雪,2026-06-20,631,49,,88,2969.0,296.9,真案例,网站、自动化流程、运营工具、创意实验/好玩项目,Codex,零基础用户、开发者、设计/创作者,不会代码、完整流程、几小时上线、平台大赛,有结果,强,,,dev_productivity,开发提效/编程技巧,网站,Codex,学习入门,零基础用户、开发者、设计/创作者,0.65,keyword=小白做网站; Codex开发网站零基础实战教学，以及如何部署网站上线！ 普通人也能低成本试错，简单几轮对话，说明想法和需求，10分钟就做出了我的宠物网站！全程没手动写一行代码！流程我也整理成了 Skill。 #Codex #网站设计 #AI建站 #抖音前沿科技首发计划 #AI新星计划,tikhub:douyin_keyword_search,小白做网站
