platform,title,url,cover_url,author,published_at,like_count,comment_count,collect_count,share_count,hot_score,recent_hot_score,case_type,built_thing,tool_stack,target_audience,hook,content_value,evidence_level,monetization_signal,risk_flag,primary_category,category_label,product_forms,tools,motives,audience,confidence,description,source,keyword
douyin,一分钟get导演级的AI视频三步工作流 用色卡统一视频影调，用 3D 模型控制人物站位，镜头角度，AI 终于变得更可控了。色卡提示词来自@心流 大佬的分享。 #ai视频 #导演台 #ai教程 #aigc #AI创作浪潮计划,https://www.iesdouyin.com/share/video/7656404572399772898/?region=US&mid=7656404532361612042&u_code=0&did=MS4wLjABAAAA1LlfGjRnvtVwlINRnHYiqcA-Eu1y0ca_quU0eG1HUlUznnm23Tv06JvsWfynEerE&iid=MS4wLjABAAAAHZMCG_3ySG8G29bCdZbHHMxjRxZ3jtg4H0-izlBAdCzAGWdfU2vc99iDhwxg5ie-&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=9vxW0QRsUfv.sARR30yTHOsQUmbWT2Z6NMN4z6RtOg8-&share_version=320900&ts=1782807355&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-0813c001/oEDPmiBPiEDI2BkI1Agyjg8AAFaBAr090EAYA~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=20260630161554684C499DF9226E314925&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=%2BwYDA2o1rkdv1QSSsQf26ES2Nx8%3D,喵笔三花,2026-06-28,1651,103,,304,8558.0,4279.0,教程,3D建模/渲染、内容/创作、自动化流程、设计系统/视觉,AIGC,设计/创作者,几小时上线、效率提升,可复刻,中,,,learning_tutorial,教程/课程/方法论,课程/内容、3D建模/渲染、AI Agent/工作流,AIGC,学习入门、工作提效、表达创意,设计/创作者,0.75,keyword=工作流; 一分钟get导演级的AI视频三步工作流 用色卡统一视频影调，用 3D 模型控制人物站位，镜头角度，AI 终于变得更可控了。色卡提示词来自@心流 大佬的分享。 #ai视频 #导演台 #ai教程 #aigc #AI创作浪潮计划,tikhub:douyin_keyword_search,工作流
douyin,用AI做电商详情页，这套工作流直接抄！以前做一套电商详情页，需要： 产品拍摄、策划卖点、找参考、PS合成、排版…… 现在借助AI，可以把整个流程标准化。 最近我整理了一套AI电商产品视觉工作流，以这款阿尔卑斯天然泉水为例，把整个流程拆成教程，新手也能直接照着做。 第一步：产品拍摄（素材采集） 很多人一开始就直接让AI生图，这是最大的误区。 想让AI保持产品一致性，首先要准备完整素材。 图片越完整，AI识别越准确，后面生成的产品一致性越高。 第二步：AI识别产品信息 把拍好的图片上传给AI，让它自动提取： ✔ 品牌名称 ✔ 产品名称 ✔ 产品规格 ✔ 包装颜色 ✔ 产品类型 ✔ Logo信息 ✔ 包装结构 ✔ 产品卖点 最后整理成一份结构化资料。 这一步做好，后面所有Prompt都可以直接调用。 第三步：建立品牌视觉定位 不要急着出图。 先让AI确定品牌调性。 例如这款矿泉水，我设定的是： * 高端天然饮用水 * 冰川蓝+纯白配色 * 极简留白 * 商业广告摄影 * 清透水质感 * 自然治愈风格 所有页面都围绕这一套视觉语言展开。 第四步：拆解产品卖点 不要把所有卖点堆在一张图。 正确的方法是一页只讲一个重点。 例如： ① 阿尔卑斯源头活水 ② 天然矿物质 ③ 低矿化弱碱 ④ 纯净冰川水源 ⑤ 锁鲜瓶身 ⑥ 品质保障 这样详情页逻辑更清晰，用户阅读体验也更好。 第五步：规划详情页结构 最后，根据卖点规划详情页顺序。 例如： ① 品牌主视觉 ② 源头活水 ③ 天然矿物质 ④ 低矿化弱碱 ⑤ 冰川水源 ⑥ 瓶身工艺 ⑦ 地质过滤 ⑧ 使用场景 ⑨ 品质保障 再根据每一页生成对应的AI提示词，就能快速完成一整套高质量详情页。 这是我目前做AI电商视觉最稳定的一套流程。 后面我会继续更新： 📌 第6步：如何写出高质量Prompt（万能模板） 📌 第7步：如何保持产品100%一致，不跑图、不改Logo 📌 第8步：如何统一9屏详情页风格 📌 第9步：AI生成后如何快速排版交付 建议先收藏关注，后面会持续更新其他教程～ #AI电商 #AI设计 #电商详情页 #设计教程 #AI工作流,https://www.iesdouyin.com/share/note/7655988645057248113/?region=US&mid=7652349160825621257&u_code=0&did=MS4wLjABAAAA1LlfGjRnvtVwlINRnHYiqcA-Eu1y0ca_quU0eG1HUlUznnm23Tv06JvsWfynEerE&iid=MS4wLjABAAAAHZMCG_3ySG8G29bCdZbHHMxjRxZ3jtg4H0-izlBAdCzAGWdfU2vc99iDhwxg5ie-&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=9Q7GS8lP5ed584kCPrHNorUwB204LKbN6WDJnGBwDF8-&share_version=320900&ts=1782807355&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p11-sign.douyinpic.com/tos-cn-i-0813c000-ce/oQnDSABAEBlAQGFwq6MA7i4fnhs9CuAPfIE4iL~noop.webp?biz_tag=aweme_images&card_type=303&column_n=0&from=327834062_large&l=20260630161554684C499DF9226E314925&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=gLmEpnlWXUtC0NOByNH6ENLBnXU%3D,柚子爱吃鱼,2026-06-27,570,26,,113,3224.0,1074.67,工具测评,自动化流程、内容/创作,,设计/创作者、创业者/独立开发者,免费工具、完整流程、效率提升,可复刻、有结果,弱,用户,疑似商业推广,learning_tutorial,教程/课程/方法论,课程/内容、AI Agent/工作流,,学习入门、工作提效、快速原型、获客/增长,设计/创作者、创业者/独立开发者,0.66,keyword=工作流; 用AI做电商详情页，这套工作流直接抄！以前做一套电商详情页，需要： 产品拍摄、策划卖点、找参考、PS合成、排版…… 现在借助AI，可以把整个流程标准化。 最近我整理了一套AI电商产品视觉工作流，以这款阿尔卑斯天然泉水为例，把整个流程拆成教程，新手也能直接照着做。 第一步：产品拍摄（素材采集） 很多人一开始就直接让AI生图，这是最大的误区。 想让AI保持产品一致性，首先要准备完整素材。 图片越完整，AI识别越准确，后面生成的产品一致性越高。 第二步：AI识别产品信息 把拍好的图片上传给AI，让它自动提取： ✔ 品牌名称 ✔ 产品名称 ✔ 产品规格 ✔ 包装颜色 ✔ 产品类型 ✔ Logo信息 ✔ 包装结构 ✔ 产品卖点 最后整理成一份结构化资料。 这一步做好，后面所有Prompt都可以直接调用。 第三步：建立品牌视觉定位 不要急着出图。 先让AI确定品牌调性。 例如这款矿泉水，我设定的是： * 高端天然饮用水 * 冰川蓝+纯白配色 * 极简留白 * 商业广告摄影 * 清透水质感 * 自然治愈风格 所有页面都围绕这一套视觉语言展开。 第四步：拆解产品卖点 不要把所有卖点堆在一张图。 正确的方法是一页只讲一个重点。 例如： ① 阿尔卑斯源头活水 ② 天然矿物质 ③ 低矿化弱碱 ④ 纯净冰川水源 ⑤ 锁鲜瓶身 ⑥ 品质保障 这样详情页逻辑更清晰，用户阅读体验也更好。 第五步：规划详情页结构 最后，根据卖点规划详情页顺序。 例如： ① 品牌主视觉 ② 源头活水 ③ 天然矿物质 ④ 低矿化弱碱 ⑤ 冰川水源 ⑥ 瓶身工艺 ⑦ 地质过滤 ⑧ 使用场景 ⑨ 品质保障 再根据每一页生成对应的AI提示词，就能快速完成一整套高质量详情页。 这是我目前做AI电商视觉最稳定的一套流程。 后面我会继续更新： 📌 第6步：如何写出高质量Prompt（万能模板） 📌 第7步：如何保持产品100%一致，不跑图、不改Logo 📌 第8步：如何统一9屏详情页风格 📌 第9步：AI生成后如何快速排版交付 建议先收藏关注，后面会持续更新其他教程～ #AI电商 #AI设计 #电商详情页 #设计教程 #AI工作流,tikhub:douyin_keyword_search,工作流
douyin,comfyui最强生成动画工作流来了！。#comfyui #comfyui教程 #comfui工作流 #AI视频 #AI动画,https://www.iesdouyin.com/share/note/7654163793827761442/?region=US&mid=7640131682246462254&u_code=0&did=MS4wLjABAAAA1LlfGjRnvtVwlINRnHYiqcA-Eu1y0ca_quU0eG1HUlUznnm23Tv06JvsWfynEerE&iid=MS4wLjABAAAAHZMCG_3ySG8G29bCdZbHHMxjRxZ3jtg4H0-izlBAdCzAGWdfU2vc99iDhwxg5ie-&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=UMoHvcuZKu0k59VP7_13OJqlDzQelNQRkf.DfS6VVYo-&share_version=320900&ts=1782807355&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p26-sign.douyinpic.com/tos-cn-i-dy/6f958003b96b4160b1a98c0f7a83615f~noop.webp?biz_tag=aweme_images&card_type=303&column_n=0&from=327834062_large&l=20260630161554684C499DF9226E314925&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=Xq83slDn7KZSDQhLm7BVkDfIuIY%3D,玩转comfyui,2026-06-22,63,1,,3,254.0,31.75,教程,内容/创作、自动化流程、设计系统/视觉,ComfyUI,设计/创作者,效率提升,可复刻,中,,,creative_game_visual,创意可视化/小游戏,课程/内容、AI Agent/工作流、小游戏/互动,ComfyUI,学习入门、工作提效、表达创意,设计/创作者,0.62,keyword=工作流; comfyui最强生成动画工作流来了！。#comfyui #comfyui教程 #comfui工作流 #AI视频 #AI动画,tikhub:douyin_keyword_search,工作流
douyin,动作迁移，做出高质量服装带货视频，coze工作流教学 #coze工作流 #动作迁移 #服装带货 #服装电商 #AI电商,https://www.iesdouyin.com/share/video/7651883207259933962/?region=US&mid=7651883330975517466&u_code=0&did=MS4wLjABAAAA1LlfGjRnvtVwlINRnHYiqcA-Eu1y0ca_quU0eG1HUlUznnm23Tv06JvsWfynEerE&iid=MS4wLjABAAAAHZMCG_3ySG8G29bCdZbHHMxjRxZ3jtg4H0-izlBAdCzAGWdfU2vc99iDhwxg5ie-&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=QUmOXMgRx_tvhgyfJ7GNoy64_XXvsekSqjItLGBwGHk-&share_version=320900&ts=1782807355&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-dy/206ea8d67d0f46a1bd3d87e5afa15a2f~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=20260630161554684C499DF9226E314925&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=nk1nJQdNjYOG5EXdRW%2F3dfas8H4%3D,小马哥Ai伴学,2026-06-16,130,30,,19,720.0,51.43,教程,内容/创作、自动化流程,Coze,设计/创作者,效率提升,可复刻,中,,,workflow_automation,工作流和运营自动化,AI Agent/工作流、课程/内容,Coze,工作提效,设计/创作者,0.95,keyword=工作流; 动作迁移，做出高质量服装带货视频，coze工作流教学 #coze工作流 #动作迁移 #服装带货 #服装电商 #AI电商,tikhub:douyin_keyword_search,工作流
douyin,AI一键生成数据看板，快速搞定半天工作量 #AI工具 #办公技巧 #办公软件 #干货 #excel操作技巧,https://www.iesdouyin.com/share/video/7652258867463736616/?region=US&mid=7652258813533244166&u_code=0&did=MS4wLjABAAAAda-mot58UGbnOML-P4ylHLyRIdGMZX_5evJCa2rj_ZXhEri4_HxZgx4GPTNUVR-h&iid=MS4wLjABAAAAOSC8t0XBeQrmc38o48pgNEslKFjklXOcZrAsl55h8lXFXP4gWFYhoyewhTjZkbBk&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=KUWgNliqhgKJ2R5vQavW6BWYDDW1wunSdEIwGI2pVZE-&share_version=320900&ts=1782807373&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-dy/74e81fbc721642ce9b4ebb1849203a0c~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301616124985641610854DDF67AA&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=Z855UR%2Fr4oGbTDxMRhgcab4HhSE%3D,明朝灰鲸Excel AI,2026-06-17,27,0,,2,97.0,7.46,真案例,数据看板、App/软件,,,几小时上线,有结果,强,,,product_build,做产品/工具,App/软件,,快速原型,,0.78,keyword=数据看板; AI一键生成数据看板，快速搞定半天工作量 #AI工具 #办公技巧 #办公软件 #干货 #excel操作技巧,tikhub:douyin_keyword_search,数据看板
douyin,用新工作流做个实验，2小时制作真人古偶短剧 掌握工作流后真的蛮简单的，很神奇的是用这个工作流，每个视频最多抽2次卡，基本都1次过，所以这条做出来真的很便宜，如果想效果再好一点，可以再精细化的补一些片段，不过既然是实验，就勇于接受里面的不足。 #AI #AI短剧 #AI创作浪潮计划 #古风 #甜宠,https://www.iesdouyin.com/share/video/7652001192565935370/?region=US&mid=7652001236287556371&u_code=0&did=MS4wLjABAAAAl5dYeWXnL-o8PUSWZhg7r0K0Mjbey29WSRs8yVK5VtU&iid=MS4wLjABAAAAVEtx9IzxbgLSJmZ4WO24RthNRYg4BtQzm7jvtjmpaVw&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=ScT.dDK9mLN_kKgpHXpe3S3l0rr26Pq2ObK_3UT9WBQ-&share_version=320900&ts=1782807390&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-dy/1360f0ecc9404b65974781a07f41932f~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301616299EF0C086A8E9AC254005&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=81xwmV5tK5XOUPkB4QqHbq91q10%3D,YIQI玩AI,2026-06-16,729,25,,60,2468.0,176.29,真案例,内容/创作、创意实验/好玩项目、自动化流程、运营工具,,设计/创作者,几小时上线、效率提升,可复刻,强,,,workflow_automation,工作流和运营自动化,AI Agent/工作流、课程/内容,,工作提效、快速原型,设计/创作者,0.95,keyword=抖音工作流; 用新工作流做个实验，2小时制作真人古偶短剧 掌握工作流后真的蛮简单的，很神奇的是用这个工作流，每个视频最多抽2次卡，基本都1次过，所以这条做出来真的很便宜，如果想效果再好一点，可以再精细化的补一些片段，不过既然是实验，就勇于接受里面的不足。 #AI #AI短剧 #AI创作浪潮计划 #古风 #甜宠,tikhub:douyin_keyword_search,抖音工作流
douyin,3分钟搭一个agent自动化工作流丨豆包「办公任务」模式实测 #ai新星计划 #豆包ai#豆包电脑端#ai,https://www.iesdouyin.com/share/video/7655544314675744035/?region=US&mid=7655544260858743595&u_code=0&did=MS4wLjABAAAA9cGoXCGnKoXMcCUgMsb13lMgtFbeHlEi3UfpolvJBJc&iid=MS4wLjABAAAABiEDSOnfWFe09wFZzRLpMFxGVH4iYvfFvQ-7usUiPV4&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=Wf2w6Z4VqsvZR4fZl9wtJjEf.ZYV6QnWMTQfF86mdfQ-&share_version=320900&ts=1782807395&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p26-sign.douyinpic.com/tos-cn-i-dy/ff7ac3965b984360b52d611f9cb4fbee~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=20260630161634A9E98C157D530592C68F&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=cprbkehLtDVGR4eptSFA%2Bj7SrwM%3D,Lala罐头,2026-06-26,143,14,,29,730.0,182.5,教程,自动化流程、AI agent,豆包,,效率提升、几小时上线、平台大赛,可复刻,中,,,workflow_automation,工作流和运营自动化,AI Agent/工作流,豆包,工作提效,,0.95,keyword=agent 工作流; 3分钟搭一个agent自动化工作流丨豆包「办公任务」模式实测 #ai新星计划 #豆包ai#豆包电脑端#ai,tikhub:douyin_keyword_search,agent 工作流
douyin,第6集丨30 分钟搭好你的第一个工作流 Agent #AI #Agent #一人公司 #创业日记 第一个工作流的搭建，入门第一步！,https://www.iesdouyin.com/share/video/7657011547377552692/?region=US&mid=7657011523516254985&u_code=0&did=MS4wLjABAAAA9cGoXCGnKoXMcCUgMsb13lMgtFbeHlEi3UfpolvJBJc&iid=MS4wLjABAAAABiEDSOnfWFe09wFZzRLpMFxGVH4iYvfFvQ-7usUiPV4&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=zZ1_C6zvqAWIkkAqaqx0.KTAGjI24IWRKs3xbk7wE9Q-&share_version=320900&ts=1782807395&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-dy/e190b735df174132823efe6cbb40699e~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=20260630161634A9E98C157D530592C68F&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=AyJ1rHJzS6n95DUI0J%2BxqXrBF2E%3D,孤独树（OPC老郝）,2026-06-30,4,0,,0,13.0,13.0,教程,AI agent、自动化流程,,创业者/独立开发者,几小时上线、效率提升,可复刻,中,,,monetization_side_project,副业变现/独立项目,AI Agent/工作流,,学习入门、工作提效,创业者/独立开发者,0.65,keyword=agent 工作流; 第6集丨30 分钟搭好你的第一个工作流 Agent #AI #Agent #一人公司 #创业日记 第一个工作流的搭建，入门第一步！,tikhub:douyin_keyword_search,agent 工作流
douyin,3 分钟保姆级教程，用Codex、飞书CLI加画板，搭建的一套“可视化电商”的全自动工作流#飞书CLI #Codex #可视化电商 #飞书画板 #飞书,https://www.iesdouyin.com/share/video/7652678310605917482/?region=US&mid=7652678429908978458&u_code=0&did=MS4wLjABAAAA9cGoXCGnKoXMcCUgMsb13lMgtFbeHlEi3UfpolvJBJc&iid=MS4wLjABAAAABiEDSOnfWFe09wFZzRLpMFxGVH4iYvfFvQ-7usUiPV4&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=TkFIAxERgFYteaLC4M.tF00K9VobMrBf2NnnmlcijhM-&share_version=320900&ts=1782807395&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p26-sign.douyinpic.com/tos-cn-i-dy/29864d6c1c6d40d28ec9ba1ef0423e9b~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=20260630161634A9E98C157D530592C68F&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=kyq2POUttIl5B4iE4DAX2WHqn6s%3D,徐老师AI,2026-06-18,20099,496,,1970,60932.0,5077.67,真案例,AI agent、自动化流程、创意实验/好玩项目,Codex,,几小时上线、效率提升,可复刻,强,,,workflow_automation,工作流和运营自动化,AI Agent/工作流、可视化、课程/内容,Codex,学习入门、工作提效,,0.65,keyword=agent 工作流; 3 分钟保姆级教程，用Codex、飞书CLI加画板，搭建的一套“可视化电商”的全自动工作流#飞书CLI #Codex #可视化电商 #飞书画板 #飞书,tikhub:douyin_keyword_search,agent 工作流
douyin,搭建新版豆包AI智能体，可以生成图片和视频的智能体！ #搭建豆包智能体#ai智能体#豆包#数字人 #AIAgent,https://www.iesdouyin.com/share/video/7652831719980010758/?region=US&mid=7652831642398034739&u_code=0&did=MS4wLjABAAAA4AiNJCoMxqyN8Y1iihVzn4T4Wns2gShAbV8BpepLTDi1FPpuBAYBUGb4NZdGduod&iid=MS4wLjABAAAAzvNlkFOnGZWxfDIX7LMHNV-8-oC6IH4V9adCKsxVw7_ZdyudWV2BiSFeq2hBoeOa&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=gPilCgLlaGuTvGa0k.KihdlmAHQsLQ0M_Wgb55AntMc-&share_version=320900&ts=1782807400&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p26-sign.douyinpic.com/tos-cn-i-dy/f1c0d11610f74c01bfbba61a07549793~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301616391B19708282C0F00CA7D2&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=7dNGxCwbSZt4ujJynaNK4vTLzUw%3D,Dou Bao Agent博士,2026-06-19,933,86,,209,6128.0,557.09,真案例,AI agent、内容/创作、设计系统/视觉,豆包,设计/创作者,,有结果,强,,,workflow_automation,工作流和运营自动化,AI Agent/工作流、课程/内容,豆包,,设计/创作者,0.95,keyword=AI Agent; 搭建新版豆包AI智能体，可以生成图片和视频的智能体！ #搭建豆包智能体#ai智能体#豆包#数字人 #AIAgent,tikhub:douyin_keyword_search,AI Agent
douyin,Agent新方向：操作系统层级AI助手教程 操作系统层级Agent Marvis来了，6个AI牛马帮你在日常工作中全面提效，带给大家地毯级小白教学 #marvis #马维斯 #ai助手 #marvis教程 #拉斐尔2077,https://www.iesdouyin.com/share/video/7655301777134648211/?region=US&mid=7655301773942393619&u_code=0&did=MS4wLjABAAAA4AiNJCoMxqyN8Y1iihVzn4T4Wns2gShAbV8BpepLTDi1FPpuBAYBUGb4NZdGduod&iid=MS4wLjABAAAAzvNlkFOnGZWxfDIX7LMHNV-8-oC6IH4V9adCKsxVw7_ZdyudWV2BiSFeq2hBoeOa&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=v0BCrvjvPyCD7.YbuVnVoJH0oUZFjXukONdbbal2oOY-&share_version=320900&ts=1782807400&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p26-sign.douyinpic.com/tos-cn-i-dy/c38f6c14d7cb4bed80fa0e7d3f5865ab~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301616391B19708282C0F00CA7D2&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=iaRDQ%2Fhq6bt8D%2Bx2zgu8Ur0tlDE%3D,拉斐尔2077,2026-06-26,30008,132,,2626,82348.0,20587.0,教程,AI agent,,零基础用户,不会代码、效率提升,可复刻,中,,,workflow_automation,工作流和运营自动化,AI Agent/工作流、课程/内容,,学习入门、工作提效,零基础用户,0.78,keyword=AI Agent; Agent新方向：操作系统层级AI助手教程 操作系统层级Agent Marvis来了，6个AI牛马帮你在日常工作中全面提效，带给大家地毯级小白教学 #marvis #马维斯 #ai助手 #marvis教程 #拉斐尔2077,tikhub:douyin_keyword_search,AI Agent
douyin,继续解锁新技能 多agent协同开发 这不就是一人团队么 思路来源 @珍妮丁丁说AI 直接落成skill #codex #vibecoding @珍妮丁丁说AI,https://www.iesdouyin.com/share/video/7652895252261494779/?region=US&mid=7652895179380181806&u_code=0&did=MS4wLjABAAAAda-mot58UGbnOML-P4ylHLyRIdGMZX_5evJCa2rj_ZXhEri4_HxZgx4GPTNUVR-h&iid=MS4wLjABAAAAOSC8t0XBeQrmc38o48pgNEslKFjklXOcZrAsl55h8lXFXP4gWFYhoyewhTjZkbBk&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=ARBzmjHTiPREcgf5Qt35WoF0gsh_y5TFNjbRaLDS1D0-&share_version=320900&ts=1782807411&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-0813c000-ce/oENqfpuQAAAlA96SwIFuNFnDvfSLY1IEEACBpQ~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301616507471FB514C3E6BDB89CB&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=LbeX5ReFoqWC%2FXNWWq4Va2bS8hE%3D,爱吃饼的中年大白,2026-06-19,1005,216,,139,5111.0,464.64,真案例,AI agent、创意实验/好玩项目,Codex,,,有结果,强,,,learning_tutorial,教程/课程/方法论,AI Agent/工作流,Codex,,,0.7,keyword=多Agent; 继续解锁新技能 多agent协同开发 这不就是一人团队么 思路来源 @珍妮丁丁说AI 直接落成skill #codex #vibecoding @珍妮丁丁说AI,tikhub:douyin_keyword_search,多Agent
